text,lang,orig_index
"<s>[INST] What types of accounts does the Auditor-General oversee? [/INST] The Auditor-General oversees the accounts of the Federation, the Provinces, and any authority or body established by the Federation or a Province. </s>",eng,334
<s>[INST] محاسب اعلیٰ کس قسم کے حسابات کی نگرانی کرتا ہے؟ [/INST] محاسب اعلیٰ وفاق، صوبوں، اور وفاق یا کسی صوبے کے قائم کردہ کسی ہیئت مجاز یا ادارے کے حسابات کی نگرانی کرتا ہے۔ </s>,urdu,334
"<s>[INST] What happens to the members after the first two and a half years? [/INST] Two of the members shall retire after the expiration of the first two and a half years, and two shall retire after the expiration of the next two and a half years. </s>",eng,464
<s>[INST] پہلے اڑھائی سالوں کے بعد اراکین کے ساتھ کیا ہوتا ہے؟ [/INST] اراکین میں سے دو پہلے اڑھائی سالوں کے اختتام پر سبکدوش ہو جائیں گے اور دو آئندہ اڑھائی سال کے بعد سبکدوش ہو جائیں گے۔ </s>,urdu,464
"<s>[INST] Can the government take someone's property without providing compensation? [/INST] No, the government cannot take someone's property without providing compensation. The law must provide for compensation and either fix the amount or specify the principles and manner in which it is to be determined and given. </s>",eng,43
<s>[INST] کیا حکومت کسی کی جائیداد کو معاوضہ دیے بغیر لے سکتی ہے؟ [/INST] نہیں، حکومت کسی کی جائیداد کو معاوضہ دیے بغیر نہیں لے سکتی۔ قانون میں معاوضہ کا حکم ہونا چاہیے اور یا تو معاوضہ کی رقم کا تعین ہونا چاہیے یا اس اصول اور طریقے کی صراحت ہونی چاہیے جس کے بموجب معاوضہ کا تعین کیا جائے گا اور اسے ادا کیا جائے گا۔ </s>,urdu,43
"<s>[INST] Can the President or a Governor be arrested or imprisoned while in office? [/INST] No, no process for the arrest or imprisonment of the President or a Governor shall issue from any court during his term of office. </s>",eng,533
<s>[INST] کیا صدر یا گورنر کو عہدے پر ہوتے ہوئے گرفتار یا قید کیا جا سکتا ہے؟ [/INST] نہیں، صدر یا گورنر کی گرفتاری یا قید کے لئے اس کے عہدے کی میعاد کے دوران کسی عدالت کی طرف سے کوئی حکم جاری نہیں ہوگا۔ </s>,urdu,533
"<s>[INST] Who is responsible for preparing and updating the electoral rolls for elections in Pakistan? [/INST] The Commission is responsible for preparing and updating the electoral rolls for elections to the National Assembly, Provincial Assemblies, and local governments. </s>",eng,472
<s>[INST] پاکستان میں انتخابات کے لیے انتخابی فہرستیں تیار کرنے اور انہیں تازہ ترین رکھنے کی ذمہ داری کس پر ہے؟ [/INST] کمیشن قومی اسمبلی، صوبائی اسمبلیوں اور مقامی حکومتوں کے انتخابات کے لیے انتخابی فہرستیں تیار کرنے اور انہیں تازہ ترین رکھنے کا ذمہ دار ہے۔ </s>,urdu,472
<s>[INST] Who administers the oath to the Chief Justice of a High Court? [/INST] The Chief Justice of a High Court makes the oath before the Governor. </s>,eng,386
<s>[INST] سوال: کسی عدالت عالیہ کے چیف جسٹس کو حلف کون دلواتا ہے؟ [/INST] جواب: کسی عدالت عالیہ کا چیف جسٹس گورنر کے سامنے حلف اٹھاتا ہے۔ </s>,urdu,386
"<s>[INST] Where are the moneys received by or on behalf of the Provincial Government, or deposited with the courts, credited? [/INST] They shall be credited to the Public Account of the Province. </s>",eng,233
<s>[INST] صوبائی حکومت کو یا اس کی طرف سے وصول ہونے والی یا عدالتوں کے پاس جمع کرائی گئی رقوم کہاں جمع کی جاتی ہیں؟ [/INST] یہ صوبے کے عوامی حساب میں جمع کی جائیں گی۔ </s>,urdu,233
"<s>[INST] Under what condition can the Governor dissolve the Provincial Assembly at his discretion? [/INST] The Governor can dissolve the Provincial Assembly at his discretion, with the previous approval of the President, if a vote of no-confidence has been passed against the Chief Minister and no other member commands the confidence of the majority of the members of the Provincial Assembly. </s>",eng,220
<s>[INST] گورنر کس شرط پر اپنی صوابدید پر صوبائی اسمبلی کو تحلیل کر سکتا ہے؟ [/INST] گورنر اپنی صوابدید پر، صدر کی ماقبل منظوری کے ساتھ، صوبائی اسمبلی کو تحلیل کر سکتا ہے اگر وزیر اعلیٰ کے خلاف عدم اعتماد کا ووٹ منظور ہو چکا ہو اور صوبائی اسمبلی کے کسی دوسرے رکن کو ارکان کی اکثریت کا اعتماد حاصل نہ ہو۔ </s>,urdu,220
<s>[INST] Which court has the authority to handle disputes between different governments in Pakistan? [/INST] The Supreme Court has the authority to handle disputes between the Federal Government and the Provincial Governments. </s>,eng,366
<s>[INST] پاکستان میں مختلف حکومتوں کے درمیان تنازعات کو سنبھالنے کا اختیار کس عدالت کو حاصل ہے؟ [/INST] وفاقی حکومت اور صوبائی حکومتوں کے درمیان تنازعات کو سنبھالنے کا اختیار عدالت عظمیٰ کو حاصل ہے۔ </s>,urdu,366
"<s>[INST] Is a former Judge of the Supreme Court allowed to work in any court in Pakistan? [/INST] No, a person who has held office as a permanent Judge of the Supreme Court shall not plead or act in any court or before any authority in Pakistan. </s>",eng,442
<s>[INST] کیا عدالت عظمیٰ کے سابق جج کو پاکستان میں کسی عدالت میں کام کرنے کی اجازت ہے؟ [/INST] نہیں، جو شخص عدالت عظمیٰ کے مستقل جج کے عہدے پر فائز رہ چکا ہو، وہ پاکستان میں کسی عدالت یا کسی ہیئت مجاز کے روبرو وکالت یا کام نہیں کرے گا۔ </s>,urdu,442
"<s>[INST] Can the Attorney-General for Pakistan engage in private practice while holding office? [/INST] No, the Attorney-General for Pakistan shall not engage in private practice so long as he holds the office. </s>",eng,197
<s>[INST] کیا پاکستان کا اٹارنی جنرل اپنے عہدے پر فائز رہتے ہوئے نجی وکالت میں حصہ لے سکتا ہے؟ [/INST] نہیں، پاکستان کا اٹارنی جنرل جب تک اپنے عہدے پر فائز رہے گا نجی وکالت میں حصہ نہیں لے سکے گا۔ </s>,urdu,197
"<s>[INST] What is the significance of the Constitution (Seventeenth Amendment) Act, 2003 in relation to Articles 152A, 179, and 195? [/INST] The significance is that Article 152A was omitted and Articles 179 and 195 were substituted by this amendment, and these changes are deemed to have always been in place, despite the repeal of the amendment. </s>",eng,576
<s>[INST] آرٹیکل ۱۵۲اے، ۱۷۹، اور ۱۹۵ کے حوالے سے دستور (سترہویں ترمیم) ایکٹ، ۲۰۰۳ کی اہمیت کیا ہے؟ [/INST] اہمیت یہ ہے کہ اس ترمیم کے ذریعے آرٹیکل ۱۵۲اے کو حذف اور آرٹیکل ۱۷۹ اور ۱۹۵ کو تبدیل کر دیا گیا تھا، اور ان تبدیلیوں کو ہمیشہ سے ہی نافذ العمل تصور کیا جائے گا، چاہے اس ترمیم کو منسوخ کر دیا گیا ہو۔ </s>,urdu,576
"<s>[INST] What happens if the Prime Minister and the Leader of the Opposition cannot agree on a care-taker Prime Minister? [/INST] If the Prime Minister and the Leader of the Opposition cannot agree on a care-taker Prime Minister within three days of the dissolution of the National Assembly, they must each forward two nominees to a Committee constituted by the Speaker of the National Assembly. This Committee will then finalize the name of the care-taker Prime Minister within three days. </s>",eng,485
<s>[INST] اگر وزیر اعظم اور قائد حزب اختلاف نگران وزیر اعظم پر متفق نہ ہوں تو کیا ہوتا ہے؟ [/INST] اگر وزیر اعظم اور قائد حزب اختلاف قومی اسمبلی کی تحلیل کے تین دن کے اندر نگران وزیر اعظم پر متفق نہ ہوں، تو وہ انفرادی طور پر دو نامزدگان قومی اسمبلی کے اسپیکر کی جانب سے تشکیل کردہ کمیٹی کو بھیجیں گے۔ یہ کمیٹی تین دن کے اندر نگران وزیر اعظم کے نام کو حتمی شکل دے گی۔ </s>,urdu,485
"<s>[INST] Can the government set limits on how much property a person can own? [/INST] Yes, the government can prescribe the maximum limits as to property or any class thereof which may be owned, held, possessed, or controlled by any person. </s>",eng,545
<s>[INST] کیا حکومت کسی شخص کی ملکیت میں جائیداد کی حد مقرر کر سکتی ہے؟ [/INST] جی ہاں، حکومت بذریعہ قانون کسی شخص کی ملکیت، تصرف، قبضہ یا نگرانی میں رکھی جانے والی جائیداد یا اس کی کسی قسم کے بارے میں انتہائی تحدیدات مقرر کر سکتی ہے۔ </s>,urdu,545
<s>[INST] When does the Senate elect a new Chairman or Deputy Chairman? [/INST] The Senate elects a new Chairman or Deputy Chairman at its first meeting after being duly constituted and whenever the office of Chairman or Deputy Chairman becomes vacant. </s>,eng,114
<s>[INST] سینیٹ نیا چیئرمین یا ڈپٹی چیئرمین کب منتخب کرتی ہے؟ [/INST] سینیٹ اپنے باقاعدہ تشکیل ہونے کے بعد پہلے اجلاس میں اور جب بھی چیئرمین یا ڈپٹی چیئرمین کا عہدہ خالی ہوجائے، نیا چیئرمین یا ڈپٹی چیئرمین منتخب کرتی ہے۔ </s>,urdu,114
"<s>[INST] Can the Advocate General engage in private practice while holding office? [/INST] No, the Advocate General shall not engage in private practice so long as he holds the office. </s>",eng,269
<s>[INST] کیا ایڈووکیٹ جنرل اپنے عہدے پر فائز رہتے ہوئے نجی پیشہ وکالت میں حصہ لے سکتا ہے؟ [/INST] نہیں، جب تک وہ ایڈووکیٹ جنرل کے عہدے پر فائز رہے، نجی پیشہ وکالت میں حصہ نہیں لے سکے گا۔ </s>,urdu,269
"<s>[INST] What happens if the President's position becomes vacant? [/INST] If the President's position becomes vacant due to death, resignation, or removal, the Chairman of the Senate, or if he is unable, the Speaker of the National Assembly, shall act as President until a new President is elected. </s>",eng,91
<s>[INST] اگر صدر کا عہدہ خالی ہو جائے تو کیا ہوتا ہے؟ [/INST] اگر صدر کا عہدہ وفات، استعفیٰ یا برطرفی کی وجہ سے خالی ہو جائے تو چیئرمین سینیٹ، یا اگر وہ بھی قاصر ہو، تو قومی اسمبلی کا اسپیکر قائم مقام صدر ہوگا جب تک کہ نیا صدر منتخب نہ ہو جائے۔ </s>,urdu,91
"<s>[INST] How are the seats reserved for women and non-Muslims allocated in a Provincial Assembly? [/INST] The seats reserved for women and non-Muslims are allocated to each Province as a single constituency and are filled through a proportional representation system based on political parties' lists of candidates, according to the total number of general seats secured by each political party in the Provincial Assembly. </s>",eng,210
<s>[INST] صوبائی اسمبلی میں خواتین اور غیر مسلموں کے لیے مخصوص نشستیں کیسے مختص کی جاتی ہیں؟ [/INST] خواتین اور غیر مسلموں کے لیے مخصوص نشستیں ہر صوبے کے لیے ایک واحد انتخابی حلقہ کے طور پر مختص کی جاتی ہیں اور انہیں سیاسی جماعتوں کی امیدواروں کی فہرستوں کی بنیاد پر متناسب نمائندگی کے نظام کے ذریعے پر کیا جاتا ہے، جو صوبائی اسمبلی میں ہر سیاسی جماعت کی طرف سے حاصل کردہ عام نشستوں کی کل تعداد کے مطابق ہوتی ہیں۔ </s>,urdu,210
<s>[INST] What is the designated religion of Pakistan? [/INST] Islam shall be the State religion of Pakistan. </s>,eng,2
<s>[INST] پاکستان کا مقررہ مذہب کیا ہے؟ [/INST] اسلام ریاست کا مذہب ہوگا۔ </s>,urdu,2
"<s>[INST] Can a student be forced to participate in religious activities of a different faith at an educational institution? [/INST] No, a student cannot be required to receive religious instruction, take part in any religious ceremony, or attend religious worship if it relates to a religion other than their own. </s>",eng,40
<s>[INST] کیا کسی طالب علم کو کسی تعلیمی ادارے میں مختلف مذہب کی مذہبی سرگرمیوں میں حصہ لینے پر مجبور کیا جا سکتا ہے؟ [/INST] نہیں، کسی طالب علم کو اس کے اپنے مذہب کے علاوہ کسی اور مذہب کی مذہبی تعلیم حاصل کرنے، کسی مذہبی تقریب میں حصہ لینے یا مذہبی عبادت میں شرکت کرنے پر مجبور نہیں کیا جا سکتا۔ </s>,urdu,40
"<s>[INST] What must the Provincial Government do if money is spent beyond the approved budget for a service? [/INST] If money is spent beyond the approved budget for a service, the Provincial Government must authorize the excess expenditure from the Provincial Consolidated Fund and present an Excess Budget Statement to the Provincial Assembly. </s>",eng,243
<s>[INST] اگر کسی خدمت کے لیے منظور شدہ بجٹ سے زیادہ رقم خرچ ہو جائے تو صوبائی حکومت کو کیا کرنا چاہیے؟ [/INST] اگر کسی خدمت کے لیے منظور شدہ بجٹ سے زیادہ رقم خرچ ہو جائے تو صوبائی حکومت کو صوبائی مجموعی فنڈ سے زائد خرچ کی منظوری دینی چاہیے اور صوبائی اسمبلی کے سامنے ایک زائد کیفیت نامہ میزانیہ پیش کرنا چاہیے۔ </s>,urdu,243
<s>[INST] What authority does the Council have when it comes to making people attend or producing documents? [/INST] The Council has the same power as the Supreme Court to issue directions or orders for securing the attendance of any person or the discovery or production of any document. </s>,eng,449
<s>[INST] کونسل کو لوگوں کو حاضر کرنے یا دستاویزات پیش کرنے کے حوالے سے کیا اختیار حاصل ہے؟ [/INST] کونسل کو وہی اختیارات حاصل ہیں جو عدالت عظمیٰ کو کسی شخص کو حاضر عدالت کرانے یا کسی دستاویز کی برآمدگی یا اس کو پیش کرنے کے لیے ہدایات یا احکام جاری کرنے کے لیے حاصل ہیں۔ </s>,urdu,449
"<s>[INST] Is an acting officeholder considered the predecessor to the next person who holds the office? [/INST] No, an acting officeholder shall not be regarded as the predecessor to the person who holds that office after him. </s>",eng,561
<s>[INST] کیا قائم مقام عہدے دار کو اگلے شخص کا پیشرو سمجھا جائے گا جو اس عہدے پر فائز ہو؟ [/INST] نہیں، قائم مقام عہدے دار کو اس شخص کا پیشرو نہیں سمجھا جائے گا جو اس کے بعد اس عہدے پر فائز ہو۔ </s>,urdu,561
<s>[INST] What rights do individuals have regarding their treatment under the law in Pakistan? [/INST] Individuals have the right to enjoy the protection of law and to be treated in accordance with law. This is an inalienable right of every citizen and every other person within Pakistan. </s>,eng,5
<s>[INST] پاکستان میں افراد کو قانون کے تحت اپنے سلوک کے بارے میں کیا حقوق حاصل ہیں؟ [/INST] افراد کو قانون کا تحفظ حاصل کرنے اور قانون کے مطابق سلوک کیے جانے کا حق حاصل ہے۔ یہ ہر شہری اور پاکستان میں موجود ہر دوسرے شخص کا ناقابل انتقال حق ہے۔ </s>,urdu,5
<s>[INST] Who appoints the judges of the Federal Shariat Court? [/INST] The judges of the Federal Shariat Court are appointed by the President in accordance with Article 175A. </s>,eng,411
<s>[INST] وفاقی شرعی عدالت کے ججوں کا تقرر کون کرتا ہے؟ [/INST] وفاقی شرعی عدالت کے ججوں کا تقرر صدر آرٹیکل ۱۷۵۔الف کے مطابق کرتا ہے۔ </s>,urdu,411
"<s>[INST] Can the Provincial Assembly vote on the expenditure charged upon the Provincial Consolidated Fund? [/INST] No, the expenditure charged upon the Provincial Consolidated Fund may be discussed in the Provincial Assembly but shall not be submitted to the vote of the Provincial Assembly. </s>",eng,239
<s>[INST] کیا صوبائی اسمبلی صوبائی مجموعی فنڈ سے واجب الادا مصارف پر رائے دہی کر سکتی ہے؟ [/INST] نہیں، صوبائی مجموعی فنڈ سے واجب الادا مصارف پر صوبائی اسمبلی میں بحث ہو سکتی ہے لیکن اسے صوبائی اسمبلی کی رائے دہی کے لیے پیش نہیں کیا جائے گا۔ </s>,urdu,239
"<s>[INST] Who takes over the duties of the President if the President is unable to perform his functions due to absence from the country? [/INST] If the President is unable to perform his functions due to absence from Pakistan, the Chairman of the Senate, or if he is also unable, the Speaker of the National Assembly, shall perform the functions of the President. </s>",eng,90
<s>[INST] اگر صدر ملک سے غیر حاضر ہونے کی وجہ سے اپنے فرائض انجام دینے سے قاصر ہو تو صدر کے فرائض کون سنبھالے گا؟ [/INST] اگر صدر پاکستان سے غیر حاضر ہونے کی وجہ سے اپنے فرائض انجام دینے سے قاصر ہو تو چیئرمین سینیٹ، یا اگر وہ بھی قاصر ہو، تو قومی اسمبلی کا اسپیکر صدر کے فرائض انجام دے گا۔ </s>,urdu,90
"<s>[INST] Can a Judge of the Supreme Court or High Court take another job that increases their pay? [/INST] No, a Judge of the Supreme Court or High Court cannot hold any other office of profit in the service of Pakistan if their remuneration is thereby increased. </s>",eng,441
<s>[INST] کیا عدالت عظمیٰ یا عدالت عالیہ کا جج کوئی ایسی ملازمت اختیار کر سکتا ہے جس سے اس کی تنخواہ میں اضافہ ہو؟ [/INST] نہیں، عدالت عظمیٰ یا عدالت عالیہ کا جج ملازمت پاکستان میں کوئی دیگر منفعت بخش عہدہ نہیں سنبھال سکتا اگر اس کی وجہ سے اس کی تنخواہ میں اضافہ ہو۔ </s>,urdu,441
<s>[INST] What steps does the State take to support the educational and economic interests of disadvantaged groups? [/INST] The State promotes the educational and economic interests of backward classes or areas with special care. </s>,eng,66
<s>[INST] ریاست پسماندہ گروہوں کے تعلیمی اور معاشی مفادات کی حمایت کے لیے کیا اقدامات کرتی ہے؟ [/INST] ریاست پسماندہ طبقات یا علاقوں کے تعلیمی اور معاشی مفادات کو خصوصی توجہ کے ساتھ فروغ دیتی ہے۔ </s>,urdu,66
"<s>[INST] What happens if a member of a political party votes against their party's direction in important matters like the election of the Prime Minister? [/INST] If a member votes against their party's direction in important matters like the election of the Prime Minister, they may be declared by the Party Head to have defected from the political party, and this declaration can be forwarded to the Presiding Officer and the Chief Election Commissioner. </s>",eng,124
<s>[INST] اگر کسی سیاسی جماعت کا رکن اہم معاملات جیسے وزیر اعظم کے انتخاب میں اپنی جماعت کی ہدایت کے خلاف ووٹ دے تو کیا ہوتا ہے؟ [/INST] اگر کوئی رکن اہم معاملات جیسے وزیر اعظم کے انتخاب میں اپنی جماعت کی ہدایت کے خلاف ووٹ دے، تو پارٹی کا سربراہ تحریری طور پر اعلان کر سکتا ہے کہ وہ اس سیاسی جماعت سے منحرف ہو گیا ہے، اور اس اعلان کی ایک نقل افسر صدارت کنندہ اور چیف الیکشن کمشنر کو بھیجی جا سکتی ہے۔ </s>,urdu,124
<s>[INST] Who can the President appoint based on the Prime Minister's advice? [/INST] The President can appoint up to five Advisers based on the Prime Minister's advice. </s>,eng,187
<s>[INST] صدر وزیراعظم کے مشورے پر کس کو مقرر کر سکتا ہے؟ [/INST] صدر وزیراعظم کے مشورے پر زیادہ سے زیادہ پانچ مشیر مقرر کر سکتا ہے۔ </s>,urdu,187
"<s>[INST] What can the President do if he believes the financial stability of Pakistan is at risk? [/INST] The President can make a Proclamation declaring a financial emergency and issue directions to any Province to observe principles of financial propriety and other necessary directions in the interest of the economic life, financial stability, or credit of Pakistan. </s>",eng,510
<s>[INST] اگر صدر کو یقین ہو کہ پاکستان کی مالی استحکام خطرے میں ہے تو وہ کیا کر سکتا ہے؟ [/INST] صدر مالی ایمرجنسی کا اعلان کر سکتا ہے اور کسی بھی صوبے کو مالیاتی موزونیت کے اصولوں پر عمل کرنے اور پاکستان کی اقتصادی زندگی، مالی استحکام یا ساکھ کے مفاد میں ضروری ہدایات جاری کر سکتا ہے۔ </s>,urdu,510
"<s>[INST] What is the status of taxes and fees levied before the Constitution (Eighteenth Amendment) Act, 2010? [/INST] All taxes and fees levied under any law in force immediately before the commencement of the Constitution (Eighteenth Amendment) Act, 2010, shall continue to be levied until they are varied or abolished by an Act of the appropriate legislature. </s>",eng,591
<s>[INST] دستور (اٹھارویں ترمیم) ایکٹ، ۲۰۱۰ء سے پہلے عائد کردہ محاصل اور فیسوں کی حیثیت کیا ہے؟ [/INST] کسی بھی نافذ العمل قانون کے تحت، تمام محاصل اور فیسیں جو کہ دستور اٹھارویں ترمیم ایکٹ ۲۰۱۰ء کے نفاذ سے فی الفور قبل عائد تھیں بدستور عائد رہیں گی تاوقتیکہ متعلقہ مقننہ کے ایکٹ سے انہیں تبدیل یا ختم کر دیا جائے۔ </s>,urdu,591
"<s>[INST] How long does an Order made by the President remain in force? [/INST] An Order remains in force until a resolution disapproving it is passed by each House or, in case of disagreement between the two Houses, until such resolution is passed at a joint sitting. </s>",eng,572
<s>[INST] صدر کے جاری کردہ فرمان کتنی مدت تک نافذ العمل رہتا ہے؟ [/INST] فرمان اس وقت تک نافذ العمل رہتا ہے جب تک کہ ہر ایوان اسے نامنظور کرنے کی قرارداد منظور نہیں کرتا یا دونوں ایوانوں میں اختلاف کی صورت میں، اس وقت تک جب تک ایسی قرارداد مشترکہ اجلاس میں منظور نہ ہوجائے۔ </s>,urdu,572
"<s>[INST] Who can be requested to serve as an ad hoc Judge in the Supreme Court if there is a need to temporarily increase the number of Judges? [/INST] The Chief Justice of Pakistan, with the approval of the President, can request any person who has held the office of a Judge of the Supreme Court and since whose ceasing to hold that office three years have not elapsed, or require a Judge of a High Court qualified for appointment as a judge of the Supreme Court, with the consent of the Chief Justice of that High Court. </s>",eng,361
<s>[INST] اگر عدالت عظمیٰ کے ججوں کی تعداد میں عارضی طور پر اضافہ کرنے کی ضرورت ہو تو کس کو جج بوقت خاص کے طور پر خدمات انجام دینے کی درخواست کی جا سکتی ہے؟ [/INST] چیف جسٹس پاکستان، صدر کی منظوری سے، کسی ایسے شخص کو جو عدالت عظمیٰ کے جج کے عہدے پر فائز رہا ہو اور اس کے مذکورہ عہدہ چھوڑنے کے بعد سے تین سال کا عرصہ نہ گزرا ہو، درخواست کر سکتا ہے، یا کسی عدالت عالیہ کے چیف جسٹس کی رضامندی سے، اس عدالت کے کسی ایسے جج کو جو عدالت عظمیٰ کا جج مقرر کیے جانے کا اہل ہو، حکم دے سکتا ہے۔ </s>,urdu,361
<s>[INST] Who receives the reports of the Auditor-General related to the accounts of the Federation? [/INST] The reports of the Auditor-General related to the accounts of the Federation are submitted to the President. </s>,eng,337
<s>[INST] وفاق کے حسابات سے متعلق محاسب اعلیٰ کی رپورٹس کس کو پیش کی جاتی ہیں؟ [/INST] وفاق کے حسابات سے متعلق محاسب اعلیٰ کی رپورٹس صدر کو پیش کی جاتی ہیں۔ </s>,urdu,337
<s>[INST] Who decides if the Federal Government's refusal to delegate broadcasting functions to a Provincial Government is unreasonable? [/INST] The question is determined by an arbitrator appointed by the Chief Justice of Pakistan. </s>,eng,308
<s>[INST] اگر وفاقی حکومت کا کسی صوبائی حکومت کو نشریاتی کار منصبی سپرد کرنے سے انکار غیر معقول ہو تو اس کا فیصلہ کون کرتا ہے؟ [/INST] اس سوال کا تصفیہ کوئی ثالث کرے گا جسے چیف جسٹس پاکستان مقرر کرے گا۔ </s>,urdu,308
<s>[INST] Who needs to be kept updated about the Provincial administration and legislative proposals? [/INST] The Governor needs to be kept updated about the Provincial administration and legislative proposals. </s>,eng,257
<s>[INST] صوبائی انتظام اور قانون سازی کی تجاویز کے بارے میں کس کو آگاہ رکھا جانا چاہیے؟ [/INST] گورنر کو صوبائی انتظام اور قانون سازی کی تجاویز کے بارے میں آگاہ رکھا جانا چاہیے۔ </s>,urdu,257
<s>[INST] What is the maximum duration for which the Provincial Assembly can grant funds in advance? [/INST] The maximum duration for which the Provincial Assembly can grant funds in advance is three months. </s>,eng,245
<s>[INST] صوبائی اسمبلی پیشگی کتنے عرصے کے لیے فنڈز کی منظوری دے سکتی ہے؟ [/INST] صوبائی اسمبلی پیشگی فنڈز کی زیادہ سے زیادہ منظوری تین ماہ کے لیے دے سکتی ہے۔ </s>,urdu,245
<s>[INST] Who is responsible for authenticating the schedule of authorized expenditure? [/INST] The Prime Minister is responsible for authenticating the schedule of authorized expenditure. </s>,eng,165
<s>[INST] منظور شدہ مصارف کی توثیق کا ذمہ دار کون ہے؟ [/INST] وزیر اعظم منظور شدہ مصارف کی توثیق کا ذمہ دار ہے۔ </s>,urdu,165
"<s>[INST] Is the Governor allowed to request the presence of Provincial Assembly members? [/INST] Yes, the Governor may require the attendance of the members for addressing the Provincial Assembly. </s>",eng,216
<s>[INST] کیا گورنر صوبائی اسمبلی کے ارکان کی حاضری کا مطالبہ کر سکتا ہے؟ [/INST] جی ہاں، گورنر صوبائی اسمبلی سے خطاب کرنے کے لیے ارکان کی حاضری کا حکم دے سکتا ہے۔ </s>,urdu,216
"<s>[INST] Are actions taken by authorities before the 1985 amendment regarding tax imposition on certain incomes considered valid? [/INST] Yes, all actions taken by authorities before the 1985 amendment regarding tax imposition on certain incomes are considered valid and cannot be questioned in any court. </s>",eng,323
<s>[INST] کیا ۱۹۸۵ء کی ترمیم سے قبل حکام کی طرف سے آمدنی پر محصول عائد کرنے کے حوالے سے کیے گئے اقدامات جائز سمجھے جاتے ہیں؟ [/INST] جی ہاں، ۱۹۸۵ء کی ترمیم سے قبل حکام کی طرف سے آمدنی پر محصول عائد کرنے کے حوالے سے کیے گئے تمام اقدامات جائز سمجھے جاتے ہیں اور کسی بھی عدالت میں ان پر اعتراض نہیں کیا جا سکتا۔ </s>,urdu,323
<s>[INST] Under what condition can a person be deprived of their freedom? [/INST] A person can be deprived of their freedom only in accordance with law. </s>,eng,16
<s>[INST] کسی شخص کو کس حالت میں آزادی سے محروم کیا جا سکتا ہے؟ [/INST] کسی شخص کو صرف قانون کے مطابق آزادی سے محروم کیا جا سکتا ہے۔ </s>,urdu,16
"<s>[INST] Does a person acting in an office automatically become the successor to the previous officeholder? [/INST] No, a person who acts in an office shall not be regarded as the successor to the person who held that office before him. </s>",eng,560
<s>[INST] کیا کسی عہدے پر قائم مقام شخص خود بخود پچھلے عہدے دار کا جانشین بن جاتا ہے؟ [/INST] نہیں، کوئی شخص جو کسی عہدے پر قائم مقام ہو، اسے اس شخص کا جانشین نہیں سمجھا جائے گا جو اس سے پہلے اس عہدے پر فائز تھا۔ </s>,urdu,560
"<s>[INST] Does a bill in the Senate lapse if the National Assembly is dissolved? [/INST] No, a bill pending in the Senate does not lapse on the dissolution of the National Assembly. </s>",eng,152
<s>[INST] اگر قومی اسمبلی تحلیل ہو جائے تو کیا سینیٹ میں زیر غور بل ساقط ہو جائے گا؟ [/INST] نہیں، سینیٹ میں زیر غور بل قومی اسمبلی کے تحلیل ہونے پر ساقط نہیں ہوگا۔ </s>,urdu,152
"<s>[INST] What provisions are made for citizens who are unable to earn their livelihood due to infirmity, sickness, or unemployment? [/INST] The State provides basic necessities of life, such as food, clothing, housing, education, and medical relief, for all such citizens, irrespective of sex, caste, creed, or race, who are permanently or temporarily unable to earn their livelihood due to infirmity, sickness, or unemployment. </s>",eng,69
<s>[INST] وہ شہری جو کمزوری، بیماری یا بیروزگاری کے باعث اپنی روزی نہ کما سکتے ہوں، ان کے لیے کیا انتظامات کیے گئے ہیں؟ [/INST] مملکت ان تمام شہریوں کے لیے جو کمزوری، بیماری یا بیروزگاری کے باعث مستقل یا عارضی طور پر اپنی روزی نہ کما سکتے ہوں بلا لحاظ جنس، ذات، مذہب یا نسل، بنیادی ضروریات زندگی مثلاً خوراک، لباس، رہائش، تعلیم اور طبی امداد مہیا کرے گی۔ </s>,urdu,69
<s>[INST] Who receives the net proceeds from the excise duty on natural gas and oil collected by the Federal Government? [/INST] The net proceeds from the excise duty on natural gas and oil collected by the Federal Government are paid to the Province in which the well-head of natural gas or oil is situated. </s>,eng,313
<s>[INST] قدرتی گیس اور تیل پر وفاقی حکومت کی طرف سے جمع کی گئی ایکسائز ڈیوٹی کی خالص یافت کس کو ملتی ہے؟ [/INST] قدرتی گیس اور تیل پر وفاقی حکومت کی طرف سے جمع کی گئی ایکسائز ڈیوٹی کی خالص یافت اس صوبے کو ادا کی جاتی ہے جس میں قدرتی گیس یا تیل کا ماخذ واقع ہو۔ </s>,urdu,313
"<s>[INST] How should courts interpret existing laws if no adaptations have been made to align them with the Constitution? [/INST] Courts, tribunals, or authorities required to enforce existing laws should construe the laws with all necessary adaptations to bring them into accord with the provisions of the Constitution, even if no formal adaptations have been made. </s>",eng,579
<s>[INST] اگر موجودہ قوانین کو دستور کے مطابق بنانے کے لیے کوئی تطبیق نہ کی گئی ہو تو عدالتوں کو ان قوانین کی تعبیر کیسے کرنی چاہیے؟ [/INST] عدالتیں، ٹربیونلز، یا مجاز حکام جنہیں موجودہ قوانین کے نفاذ کا حکم یا اختیار دیا گیا ہو، ان قوانین کی تعبیر ایسی جملہ تطبیقات کے ساتھ کریں گے جو انہیں دستور کے احکام کی مطابقت میں لانے کے لیے ضروری ہوں، چاہے باضابطہ طور پر کوئی تطبیق نہ کی گئی ہو۔ </s>,urdu,579
